location,date,vaccine,total_vaccinations
Latvia,2021-09-18,Moderna,241280
Latvia,2021-09-18,Oxford/AstraZeneca,261843
Latvia,2021-09-18,Pfizer/BioNTech,948823
Latvia,2021-09-19,Johnson&Johnson,113918
Latvia,2021-09-19,Moderna,241383
Latvia,2021-09-19,Oxford/AstraZeneca,261845
Latvia,2021-09-19,Pfizer/BioNTech,949699
Latvia,2021-09-20,Johnson&Johnson,114345
Latvia,2021-09-20,Moderna,241840
Latvia,2021-09-20,Oxford/AstraZeneca,261853
Latvia,2021-09-20,Pfizer/BioNTech,953862
Latvia,2021-09-21,Johnson&Johnson,115019
Latvia,2021-09-21,Moderna,242385
Latvia,2021-09-21,Oxford/AstraZeneca,261856
Latvia,2021-09-21,Pfizer/BioNTech,959010
Latvia,2021-09-22,Johnson&Johnson,115764
Latvia,2021-09-22,Moderna,243043
Latvia,2021-09-22,Oxford/AstraZeneca,261878
Latvia,2021-09-22,Pfizer/BioNTech,964140
Latvia,2021-09-23,Johnson&Johnson,117619
Latvia,2021-09-23,Moderna,243499
Latvia,2021-09-23,Oxford/AstraZeneca,261888
Latvia,2021-09-23,Pfizer/BioNTech,968803
Latvia,2021-09-24,Johnson&Johnson,120940
Latvia,2021-09-24,Moderna,244127
Latvia,2021-09-24,Oxford/AstraZeneca,261891
Latvia,2021-09-24,Pfizer/BioNTech,973944
Latvia,2021-09-25,Johnson&Johnson,123971
Latvia,2021-09-25,Moderna,244373
Latvia,2021-09-25,Oxford/AstraZeneca,261894
Latvia,2021-09-25,Pfizer/BioNTech,976689
Latvia,2021-09-26,Johnson&Johnson,124656
Latvia,2021-09-26,Moderna,244501
Latvia,2021-09-26,Oxford/AstraZeneca,261911
Latvia,2021-09-26,Pfizer/BioNTech,977540
Latvia,2021-09-27,Johnson&Johnson,126796
Latvia,2021-09-27,Moderna,244893
Latvia,2021-09-27,Oxford/AstraZeneca,261924
Latvia,2021-09-27,Pfizer/BioNTech,981494
Latvia,2021-09-28,Johnson&Johnson,128858
Latvia,2021-09-28,Moderna,245327
Latvia,2021-09-28,Oxford/AstraZeneca,261942
Latvia,2021-09-28,Pfizer/BioNTech,985565
Latvia,2021-09-29,Johnson&Johnson,131213
Latvia,2021-09-29,Moderna,245722
Latvia,2021-09-29,Oxford/AstraZeneca,261943
Latvia,2021-09-29,Pfizer/BioNTech,990808
Latvia,2021-09-30,Johnson&Johnson,134360
Latvia,2021-09-30,Moderna,246204
Latvia,2021-09-30,Oxford/AstraZeneca,261955
Latvia,2021-09-30,Pfizer/BioNTech,995364
Latvia,2021-10-01,Johnson&Johnson,137423
Latvia,2021-10-01,Moderna,246731
Latvia,2021-10-01,Oxford/AstraZeneca,261959
Latvia,2021-10-01,Pfizer/BioNTech,1000549
Latvia,2021-10-02,Johnson&Johnson,139495
Latvia,2021-10-02,Moderna,246959
Latvia,2021-10-02,Oxford/AstraZeneca,261968
Latvia,2021-10-02,Pfizer/BioNTech,1002927
Latvia,2021-10-03,Johnson&Johnson,140467
Latvia,2021-10-03,Moderna,247084
Latvia,2021-10-03,Pfizer/BioNTech,1003901
Latvia,2021-10-04,Johnson&Johnson,142263
Latvia,2021-10-04,Moderna,247379
Latvia,2021-10-04,Pfizer/BioNTech,1007495
Latvia,2021-10-05,Johnson&Johnson,144490
Latvia,2021-10-05,Moderna,247865
Latvia,2021-10-05,Pfizer/BioNTech,1012029
Latvia,2021-10-06,Johnson&Johnson,146824
Latvia,2021-10-06,Moderna,248394
Latvia,2021-10-06,Pfizer/BioNTech,1017435
Latvia,2021-10-07,Johnson&Johnson,148970
Latvia,2021-10-07,Moderna,248887
Latvia,2021-10-07,Oxford/AstraZeneca,261971
Latvia,2021-10-07,Pfizer/BioNTech,1022410
Latvia,2021-10-08,Johnson&Johnson,152209
Latvia,2021-10-08,Moderna,249584
Latvia,2021-10-08,Oxford/AstraZeneca,261975
Latvia,2021-10-08,Pfizer/BioNTech,1029326
Latvia,2021-10-09,Johnson&Johnson,155784
Latvia,2021-10-09,Moderna,249871
Latvia,2021-10-09,Oxford/AstraZeneca,261982
Latvia,2021-10-09,Pfizer/BioNTech,1033486
Latvia,2021-10-10,Johnson&Johnson,157400
Latvia,2021-10-10,Moderna,250030
Latvia,2021-10-10,Pfizer/BioNTech,1035159
Latvia,2021-10-11,Johnson&Johnson,160492
Latvia,2021-10-11,Moderna,250384
Latvia,2021-10-11,Oxford/AstraZeneca,261991
Latvia,2021-10-11,Pfizer/BioNTech,1040837
Latvia,2021-10-12,Johnson&Johnson,164205
Latvia,2021-10-12,Moderna,250908
Latvia,2021-10-12,Oxford/AstraZeneca,261992
Latvia,2021-10-12,Pfizer/BioNTech,1048451
Latvia,2021-10-13,Johnson&Johnson,168174
Latvia,2021-10-13,Moderna,251628
Latvia,2021-10-13,Oxford/AstraZeneca,261997
Latvia,2021-10-13,Pfizer/BioNTech,1058102
Latvia,2021-10-14,Johnson&Johnson,172669
Latvia,2021-10-14,Moderna,252245
Latvia,2021-10-14,Oxford/AstraZeneca,262001
Latvia,2021-10-14,Pfizer/BioNTech,1067070
Latvia,2021-10-15,Johnson&Johnson,178438
Latvia,2021-10-15,Moderna,253034
Latvia,2021-10-15,Oxford/AstraZeneca,262002
Latvia,2021-10-15,Pfizer/BioNTech,1078204
Latvia,2021-10-16,Johnson&Johnson,183207
Latvia,2021-10-16,Moderna,253472
Latvia,2021-10-16,Oxford/AstraZeneca,262008
Latvia,2021-10-16,Pfizer/BioNTech,1085619
Latvia,2021-10-17,Johnson&Johnson,184787
Latvia,2021-10-17,Moderna,253675
Latvia,2021-10-17,Oxford/AstraZeneca,262009
Latvia,2021-10-17,Pfizer/BioNTech,1088818
Latvia,2021-10-18,Johnson&Johnson,188590
Latvia,2021-10-18,Moderna,254258
Latvia,2021-10-18,Oxford/AstraZeneca,262022
Latvia,2021-10-18,Pfizer/BioNTech,1097615
Latvia,2021-10-19,Johnson&Johnson,192397
Latvia,2021-10-19,Moderna,255073
Latvia,2021-10-19,Oxford/AstraZeneca,262024
Latvia,2021-10-19,Pfizer/BioNTech,1107180
Latvia,2021-10-20,Johnson&Johnson,195813
Latvia,2021-10-20,Moderna,256227
Latvia,2021-10-20,Pfizer/BioNTech,1117576
Latvia,2021-10-21,Johnson&Johnson,200508
Latvia,2021-10-21,Moderna,257522
Latvia,2021-10-21,Pfizer/BioNTech,1127532
Latvia,2021-10-22,Johnson&Johnson,205463
Latvia,2021-10-22,Moderna,260460
Latvia,2021-10-22,Pfizer/BioNTech,1136670
Latvia,2021-10-23,Johnson&Johnson,209071
Latvia,2021-10-23,Moderna,262210
Latvia,2021-10-23,Oxford/AstraZeneca,262026
Latvia,2021-10-23,Pfizer/BioNTech,1141629
Latvia,2021-10-24,Johnson&Johnson,210125
Latvia,2021-10-24,Moderna,262758
Latvia,2021-10-24,Oxford/AstraZeneca,262027
Latvia,2021-10-24,Pfizer/BioNTech,1143182
Latvia,2021-10-25,Johnson&Johnson,213613
Latvia,2021-10-25,Moderna,265698
Latvia,2021-10-25,Oxford/AstraZeneca,262029
Latvia,2021-10-25,Pfizer/BioNTech,1148493
Latvia,2021-10-26,Johnson&Johnson,217053
Latvia,2021-10-26,Moderna,269503
Latvia,2021-10-26,Pfizer/BioNTech,1154220
Latvia,2021-10-27,Johnson&Johnson,220537
Latvia,2021-10-27,Moderna,273590
Latvia,2021-10-27,Oxford/AstraZeneca,262030
Latvia,2021-10-27,Pfizer/BioNTech,1160942
Latvia,2021-10-28,Johnson&Johnson,223963
Latvia,2021-10-28,Moderna,278460
Latvia,2021-10-28,Oxford/AstraZeneca,262042
Latvia,2021-10-28,Pfizer/BioNTech,1166766
Latvia,2021-10-29,Johnson&Johnson,227687
Latvia,2021-10-29,Moderna,283594
Latvia,2021-10-29,Oxford/AstraZeneca,262074
Latvia,2021-10-29,Pfizer/BioNTech,1174020
Latvia,2021-10-30,Johnson&Johnson,230291
Latvia,2021-10-30,Moderna,285666
Latvia,2021-10-30,Oxford/AstraZeneca,262077
Latvia,2021-10-30,Pfizer/BioNTech,1178564
Latvia,2021-10-31,Johnson&Johnson,231033
Latvia,2021-10-31,Moderna,286289
Latvia,2021-10-31,Pfizer/BioNTech,1180045
Latvia,2021-11-01,Johnson&Johnson,233401
Latvia,2021-11-01,Moderna,289583
Latvia,2021-11-01,Oxford/AstraZeneca,262083
Latvia,2021-11-01,Pfizer/BioNTech,1185705
Latvia,2021-11-02,Johnson&Johnson,235905
Latvia,2021-11-02,Moderna,293716
Latvia,2021-11-02,Oxford/AstraZeneca,262115
Latvia,2021-11-02,Pfizer/BioNTech,1192993
Latvia,2021-11-03,Johnson&Johnson,238475
Latvia,2021-11-03,Moderna,298463
Latvia,2021-11-03,Oxford/AstraZeneca,262138
Latvia,2021-11-03,Pfizer/BioNTech,1201172
Latvia,2021-11-04,Johnson&Johnson,240949
Latvia,2021-11-04,Moderna,302987
Latvia,2021-11-04,Pfizer/BioNTech,1208912
Latvia,2021-11-05,Johnson&Johnson,243258
Latvia,2021-11-05,Moderna,307312
Latvia,2021-11-05,Oxford/AstraZeneca,262173
Latvia,2021-11-05,Pfizer/BioNTech,1218792
Latvia,2021-11-06,Johnson&Johnson,244986
Latvia,2021-11-06,Moderna,309152
Latvia,2021-11-06,Oxford/AstraZeneca,262174
Latvia,2021-11-06,Pfizer/BioNTech,1225431
Latvia,2021-11-07,Johnson&Johnson,245550
Latvia,2021-11-07,Moderna,309637
Latvia,2021-11-07,Oxford/AstraZeneca,262175
Latvia,2021-11-07,Pfizer/BioNTech,1227968
Latvia,2021-11-08,Johnson&Johnson,247338
Latvia,2021-11-08,Moderna,312901
Latvia,2021-11-08,Oxford/AstraZeneca,262184
Latvia,2021-11-08,Pfizer/BioNTech,1236120
Latvia,2021-11-09,Johnson&Johnson,249137
Latvia,2021-11-09,Moderna,317152
Latvia,2021-11-09,Oxford/AstraZeneca,262185
Latvia,2021-11-09,Pfizer/BioNTech,1244643
Latvia,2021-11-10,Johnson&Johnson,250839
Latvia,2021-11-10,Moderna,321614
Latvia,2021-11-10,Oxford/AstraZeneca,262222
Latvia,2021-11-10,Pfizer/BioNTech,1253659
Latvia,2021-11-11,Johnson&Johnson,252705
Latvia,2021-11-11,Moderna,325889
Latvia,2021-11-11,Oxford/AstraZeneca,262248
Latvia,2021-11-11,Pfizer/BioNTech,1262608
Latvia,2021-11-12,Johnson&Johnson,254586
Latvia,2021-11-12,Moderna,330597
Latvia,2021-11-12,Oxford/AstraZeneca,262303
Latvia,2021-11-12,Pfizer/BioNTech,1270533
Latvia,2021-11-13,Johnson&Johnson,256272
Latvia,2021-11-13,Moderna,333888
Latvia,2021-11-13,Oxford/AstraZeneca,262346
Latvia,2021-11-13,Pfizer/BioNTech,1275718
Latvia,2021-11-14,Johnson&Johnson,256886
Latvia,2021-11-14,Moderna,334614
Latvia,2021-11-14,Pfizer/BioNTech,1277269
Latvia,2021-11-15,Johnson&Johnson,258468
Latvia,2021-11-15,Moderna,338331
Latvia,2021-11-15,Pfizer/BioNTech,1282260
Latvia,2021-11-16,Johnson&Johnson,260184
Latvia,2021-11-16,Moderna,342942
Latvia,2021-11-16,Oxford/AstraZeneca,262369
Latvia,2021-11-16,Pfizer/BioNTech,1287385
Latvia,2021-11-17,Johnson&Johnson,262019
Latvia,2021-11-17,Moderna,348148
Latvia,2021-11-17,Oxford/AstraZeneca,262371
Latvia,2021-11-17,Pfizer/BioNTech,1293844
Latvia,2021-11-18,Johnson&Johnson,262259
Latvia,2021-11-18,Moderna,348574
Latvia,2021-11-18,Pfizer/BioNTech,1294440
Latvia,2021-11-19,Johnson&Johnson,262817
Latvia,2021-11-19,Moderna,351055
Latvia,2021-11-19,Oxford/AstraZeneca,262381
Latvia,2021-11-19,Pfizer/BioNTech,1297301
Latvia,2021-11-20,Johnson&Johnson,263617
Latvia,2021-11-20,Moderna,353512
Latvia,2021-11-20,Pfizer/BioNTech,1300217
Latvia,2021-11-21,Johnson&Johnson,263941
Latvia,2021-11-21,Moderna,354262
Latvia,2021-11-21,Pfizer/BioNTech,1300947
Latvia,2021-11-22,Johnson&Johnson,264778
Latvia,2021-11-22,Moderna,359327
Latvia,2021-11-22,Oxford/AstraZeneca,262406
Latvia,2021-11-22,Pfizer/BioNTech,1305194
Latvia,2021-11-23,Johnson&Johnson,265716
Latvia,2021-11-23,Moderna,365567
Latvia,2021-11-23,Oxford/AstraZeneca,262435
Latvia,2021-11-23,Pfizer/BioNTech,1308683
Latvia,2021-11-24,Johnson&Johnson,266597
Latvia,2021-11-24,Moderna,371286
Latvia,2021-11-24,Oxford/AstraZeneca,262586
Latvia,2021-11-24,Pfizer/BioNTech,1311812
Liechtenstein,2021-02-12,Moderna,368
Liechtenstein,2021-02-12,Pfizer/BioNTech,797
Liechtenstein,2021-02-19,Moderna,888
Liechtenstein,2021-02-19,Pfizer/BioNTech,917
Liechtenstein,2021-02-26,Moderna,1256
Liechtenstein,2021-02-26,Pfizer/BioNTech,1333
Liechtenstein,2021-03-05,Moderna,1256
Liechtenstein,2021-03-05,Pfizer/BioNTech,1862
Liechtenstein,2021-03-12,Moderna,1904
Liechtenstein,2021-03-12,Pfizer/BioNTech,1862
Liechtenstein,2021-03-19,Moderna,2423
Liechtenstein,2021-03-19,Pfizer/BioNTech,1912
Liechtenstein,2021-03-26,Moderna,2423
Liechtenstein,2021-03-26,Pfizer/BioNTech,3036
Liechtenstein,2021-04-02,Moderna,2912
Liechtenstein,2021-04-02,Pfizer/BioNTech,3561
Liechtenstein,2021-04-09,Moderna,3822
Liechtenstein,2021-04-09,Pfizer/BioNTech,3561
Liechtenstein,2021-04-16,Moderna,4361
Liechtenstein,2021-04-16,Pfizer/BioNTech,4468
Liechtenstein,2021-04-23,Moderna,5199
Liechtenstein,2021-04-23,Pfizer/BioNTech,6227
Liechtenstein,2021-04-30,Moderna,6198
Liechtenstein,2021-04-30,Pfizer/BioNTech,6769
Liechtenstein,2021-05-07,Moderna,7569
Liechtenstein,2021-05-07,Pfizer/BioNTech,6769
Liechtenstein,2021-05-14,Moderna,8669
Liechtenstein,2021-05-14,Pfizer/BioNTech,7633
Liechtenstein,2021-05-21,Moderna,8959
Liechtenstein,2021-05-21,Pfizer/BioNTech,7901
Liechtenstein,2021-05-28,Moderna,10327
Liechtenstein,2021-05-28,Pfizer/BioNTech,8736
Liechtenstein,2021-06-04,Moderna,13100
Liechtenstein,2021-06-04,Pfizer/BioNTech,8736
Liechtenstein,2021-06-11,Moderna,15396
Liechtenstein,2021-06-11,Pfizer/BioNTech,9314
Liechtenstein,2021-06-18,Moderna,18203
Liechtenstein,2021-06-18,Pfizer/BioNTech,9314
Liechtenstein,2021-06-25,Moderna,19302
Liechtenstein,2021-06-25,Pfizer/BioNTech,9832
Liechtenstein,2021-07-02,Moderna,21577
Liechtenstein,2021-07-02,Pfizer/BioNTech,9832
Liechtenstein,2021-07-09,Moderna,23589
Liechtenstein,2021-07-09,Pfizer/BioNTech,10437
Liechtenstein,2021-07-16,Moderna,25915
Liechtenstein,2021-07-16,Pfizer/BioNTech,10437
Liechtenstein,2021-07-23,Moderna,26305
Liechtenstein,2021-07-23,Pfizer/BioNTech,10682
Liechtenstein,2021-07-30,Moderna,26305
Liechtenstein,2021-07-30,Pfizer/BioNTech,10682
Liechtenstein,2021-08-06,Moderna,26305
Liechtenstein,2021-08-06,Pfizer/BioNTech,10682
Liechtenstein,2021-08-13,Moderna,27431
Liechtenstein,2021-08-13,Pfizer/BioNTech,11273
Liechtenstein,2021-08-20,Moderna,28248
Liechtenstein,2021-08-20,Pfizer/BioNTech,11678
Liechtenstein,2021-08-27,Moderna,28663
Liechtenstein,2021-08-27,Pfizer/BioNTech,12255
Liechtenstein,2021-09-03,Moderna,28663
Liechtenstein,2021-09-03,Pfizer/BioNTech,12255
Liechtenstein,2021-09-10,Moderna,28674
Liechtenstein,2021-09-10,Pfizer/BioNTech,12711
Liechtenstein,2021-09-17,Moderna,30007
Liechtenstein,2021-09-17,Pfizer/BioNTech,13095
Liechtenstein,2021-09-24,Moderna,30760
Liechtenstein,2021-09-24,Pfizer/BioNTech,13695
Liechtenstein,2021-10-01,Moderna,30935
Liechtenstein,2021-10-01,Pfizer/BioNTech,13695
Liechtenstein,2021-10-08,Moderna,31124
Liechtenstein,2021-10-08,Pfizer/BioNTech,13695
Liechtenstein,2021-10-15,Moderna,31288
Liechtenstein,2021-10-15,Pfizer/BioNTech,13695
Liechtenstein,2021-10-22,Moderna,32315
Liechtenstein,2021-10-22,Pfizer/BioNTech,13716
Liechtenstein,2021-10-29,Johnson&Johnson,88
Liechtenstein,2021-10-29,Moderna,32663
Liechtenstein,2021-10-29,Pfizer/BioNTech,13716
Liechtenstein,2021-11-05,Johnson&Johnson,139
Liechtenstein,2021-11-05,Moderna,33017
Liechtenstein,2021-11-12,Johnson&Johnson,157
Liechtenstein,2021-11-12,Moderna,33333
Liechtenstein,2021-11-12,Pfizer/BioNTech,13716
Liechtenstein,2021-11-19,Johnson&Johnson,160
Liechtenstein,2021-11-19,Moderna,33498
Liechtenstein,2021-11-19,Pfizer/BioNTech,13909
Lithuania,2021-01-01,Pfizer/BioNTech,2422
Lithuania,2021-01-08,Pfizer/BioNTech,23566
Lithuania,2021-01-15,Moderna,1043
Lithuania,2021-01-15,Pfizer/BioNTech,51127
Lithuania,2021-01-22,Moderna,2374
Lithuania,2021-01-22,Pfizer/BioNTech,65824
Lithuania,2021-01-29,Moderna,2374
Lithuania,2021-01-29,Pfizer/BioNTech,91524
Lithuania,2021-02-05,Moderna,4053
Lithuania,2021-02-05,Pfizer/BioNTech,120470
Lithuania,2021-02-12,Moderna,5751
Lithuania,2021-02-12,Oxford/AstraZeneca,7804
Lithuania,2021-02-12,Pfizer/BioNTech,139313
Lithuania,2021-02-19,Moderna,9372
Lithuania,2021-02-19,Oxford/AstraZeneca,15220
Lithuania,2021-02-19,Pfizer/BioNTech,164444
Lithuania,2021-02-26,Moderna,12304
Lithuania,2021-02-26,Oxford/AstraZeneca,31519
Lithuania,2021-02-26,Pfizer/BioNTech,194187
Lithuania,2021-03-05,Moderna,21238
Lithuania,2021-03-05,Oxford/AstraZeneca,47267
Lithuania,2021-03-05,Pfizer/BioNTech,228587
Lithuania,2021-03-12,Moderna,23137
Lithuania,2021-03-12,Oxford/AstraZeneca,69694
Lithuania,2021-03-12,Pfizer/BioNTech,261638
Lithuania,2021-03-19,Moderna,26432
Lithuania,2021-03-19,Oxford/AstraZeneca,79458
Lithuania,2021-03-19,Pfizer/BioNTech,295898
Lithuania,2021-03-26,Moderna,36644
Lithuania,2021-03-26,Oxford/AstraZeneca,102087
Lithuania,2021-03-26,Pfizer/BioNTech,338652
Lithuania,2021-04-02,Moderna,53689
Lithuania,2021-04-02,Oxford/AstraZeneca,130809
Lithuania,2021-04-02,Pfizer/BioNTech,383680
Lithuania,2021-04-09,Moderna,59602
Lithuania,2021-04-09,Oxford/AstraZeneca,167630
Lithuania,2021-04-09,Pfizer/BioNTech,449804
Lithuania,2021-04-16,Moderna,61073
Lithuania,2021-04-16,Oxford/AstraZeneca,186112
Lithuania,2021-04-16,Pfizer/BioNTech,530445
Lithuania,2021-04-23,Johnson&Johnson,3
Lithuania,2021-04-23,Moderna,74165
Lithuania,2021-04-23,Oxford/AstraZeneca,203529
Lithuania,2021-04-23,Pfizer/BioNTech,603259
Lithuania,2021-04-30,Johnson&Johnson,247
Lithuania,2021-04-30,Moderna,82904
Lithuania,2021-04-30,Oxford/AstraZeneca,214543
Lithuania,2021-04-30,Pfizer/BioNTech,704517
Lithuania,2021-05-07,Johnson&Johnson,2063
Lithuania,2021-05-07,Moderna,102636
Lithuania,2021-05-07,Oxford/AstraZeneca,255946
Lithuania,2021-05-07,Pfizer/BioNTech,808605
Lithuania,2021-05-14,Johnson&Johnson,4283
Lithuania,2021-05-14,Moderna,114246
Lithuania,2021-05-14,Oxford/AstraZeneca,285533
Lithuania,2021-05-14,Pfizer/BioNTech,910187
Lithuania,2021-05-21,Johnson&Johnson,8703
Lithuania,2021-05-21,Moderna,134972
Lithuania,2021-05-21,Oxford/AstraZeneca,305233
Lithuania,2021-05-21,Pfizer/BioNTech,1003973
Lithuania,2021-05-28,Johnson&Johnson,17160
Lithuania,2021-05-28,Moderna,145157
Lithuania,2021-05-28,Oxford/AstraZeneca,322910
Lithuania,2021-05-28,Pfizer/BioNTech,1103509
Lithuania,2021-06-04,Johnson&Johnson,23996
Lithuania,2021-06-04,Moderna,160560
Lithuania,2021-06-04,Oxford/AstraZeneca,350820
Lithuania,2021-06-04,Pfizer/BioNTech,1237322
Lithuania,2021-06-11,Johnson&Johnson,36614
Lithuania,2021-06-11,Moderna,173739
Lithuania,2021-06-11,Oxford/AstraZeneca,373938
Lithuania,2021-06-11,Pfizer/BioNTech,1319692
Lithuania,2021-06-18,Johnson&Johnson,42955
Lithuania,2021-06-18,Moderna,191743
Lithuania,2021-06-18,Oxford/AstraZeneca,400479
Lithuania,2021-06-18,Pfizer/BioNTech,1397231
Lithuania,2021-06-25,Johnson&Johnson,45273
Lithuania,2021-06-25,Moderna,198900
Lithuania,2021-06-25,Oxford/AstraZeneca,422734
Lithuania,2021-06-25,Pfizer/BioNTech,1480612
Lithuania,2021-07-02,Johnson&Johnson,52071
Lithuania,2021-07-02,Moderna,206540
Lithuania,2021-07-02,Oxford/AstraZeneca,453921
Lithuania,2021-07-02,Pfizer/BioNTech,1540694
Lithuania,2021-07-09,Johnson&Johnson,59946
Lithuania,2021-07-09,Moderna,210573
Lithuania,2021-07-09,Oxford/AstraZeneca,470910
Lithuania,2021-07-09,Pfizer/BioNTech,1573954
Lithuania,2021-07-16,Johnson&Johnson,69315
Lithuania,2021-07-16,Moderna,214869
Lithuania,2021-07-16,Oxford/AstraZeneca,483445
Lithuania,2021-07-16,Pfizer/BioNTech,1600475
Lithuania,2021-07-23,Johnson&Johnson,77178
Lithuania,2021-07-23,Moderna,219524
Lithuania,2021-07-23,Oxford/AstraZeneca,494488
Lithuania,2021-07-23,Pfizer/BioNTech,1645188
Lithuania,2021-07-30,Johnson&Johnson,82205
Lithuania,2021-07-30,Moderna,224572
Lithuania,2021-07-30,Oxford/AstraZeneca,512961
Lithuania,2021-07-30,Pfizer/BioNTech,1704936
Lithuania,2021-08-06,Johnson&Johnson,111471
Lithuania,2021-08-06,Moderna,229474
Lithuania,2021-08-06,Oxford/AstraZeneca,523067
Lithuania,2021-08-06,Pfizer/BioNTech,1753315
Lithuania,2021-08-13,Johnson&Johnson,139859
Lithuania,2021-08-13,Moderna,233277
Lithuania,2021-08-13,Oxford/AstraZeneca,526437
Lithuania,2021-08-13,Pfizer/BioNTech,1808927
Lithuania,2021-08-20,Johnson&Johnson,159913
Lithuania,2021-08-20,Moderna,238834
Lithuania,2021-08-20,Oxford/AstraZeneca,528485
Lithuania,2021-08-20,Pfizer/BioNTech,1878362
Lithuania,2021-08-27,Johnson&Johnson,172472
Lithuania,2021-08-27,Moderna,244271
Lithuania,2021-08-27,Oxford/AstraZeneca,530204
Lithuania,2021-08-27,Pfizer/BioNTech,1931724
Lithuania,2021-09-03,Johnson&Johnson,178758
Lithuania,2021-09-03,Moderna,248426
Lithuania,2021-09-03,Oxford/AstraZeneca,531483
Lithuania,2021-09-03,Pfizer/BioNTech,1974889
Lithuania,2021-09-10,Johnson&Johnson,182192
Lithuania,2021-09-10,Moderna,252547
Lithuania,2021-09-10,Oxford/AstraZeneca,532127
Lithuania,2021-09-10,Pfizer/BioNTech,2018099
Lithuania,2021-09-17,Johnson&Johnson,184965
Lithuania,2021-09-17,Moderna,256807
Lithuania,2021-09-17,Oxford/AstraZeneca,532692
Lithuania,2021-09-17,Pfizer/BioNTech,2059436
Lithuania,2021-09-24,Johnson&Johnson,190144
Lithuania,2021-09-24,Moderna,259897
Lithuania,2021-09-24,Oxford/AstraZeneca,533098
Lithuania,2021-09-24,Pfizer/BioNTech,2091058
Lithuania,2021-10-01,Johnson&Johnson,197964
Lithuania,2021-10-01,Moderna,262660
Lithuania,2021-10-01,Oxford/AstraZeneca,533393
Lithuania,2021-10-01,Pfizer/BioNTech,2118206
Lithuania,2021-10-08,Johnson&Johnson,204656
Lithuania,2021-10-08,Moderna,265246
Lithuania,2021-10-08,Oxford/AstraZeneca,533637
Lithuania,2021-10-08,Pfizer/BioNTech,2144558
Lithuania,2021-10-15,Johnson&Johnson,211333
Lithuania,2021-10-15,Moderna,267532
Lithuania,2021-10-15,Oxford/AstraZeneca,534053
Lithuania,2021-10-15,Pfizer/BioNTech,2168175
Lithuania,2021-10-22,Johnson&Johnson,218471
Lithuania,2021-10-22,Moderna,268825
Lithuania,2021-10-22,Oxford/AstraZeneca,534667
Lithuania,2021-10-22,Pfizer/BioNTech,2197403
Lithuania,2021-10-29,Johnson&Johnson,225845
Lithuania,2021-10-29,Moderna,269870
Lithuania,2021-10-29,Oxford/AstraZeneca,535166
Lithuania,2021-10-29,Pfizer/BioNTech,2230943
Luxembourg,2021-01-01,Pfizer/BioNTech,0
Luxembourg,2021-01-08,Pfizer/BioNTech,1285
Luxembourg,2021-01-15,Moderna,0
Luxembourg,2021-01-15,Pfizer/BioNTech,2779
Luxembourg,2021-01-22,Moderna,283
Luxembourg,2021-01-22,Pfizer/BioNTech,5092
Luxembourg,2021-01-29,Moderna,416
Luxembourg,2021-01-29,Pfizer/BioNTech,8292
Luxembourg,2021-02-05,Moderna,839
Luxembourg,2021-02-05,Oxford/AstraZeneca,0
Luxembourg,2021-02-05,Pfizer/BioNTech,11762
Luxembourg,2021-02-12,Moderna,1029
Luxembourg,2021-02-12,Oxford/AstraZeneca,1132
Luxembourg,2021-02-12,Pfizer/BioNTech,13906
Luxembourg,2021-02-19,Moderna,1319
Luxembourg,2021-02-19,Oxford/AstraZeneca,3431
Luxembourg,2021-02-19,Pfizer/BioNTech,17336
Luxembourg,2021-02-26,Moderna,1636
Luxembourg,2021-02-26,Oxford/AstraZeneca,4031
Luxembourg,2021-02-26,Pfizer/BioNTech,21611
Luxembourg,2021-03-05,Moderna,2106
Luxembourg,2021-03-05,Oxford/AstraZeneca,5185
Luxembourg,2021-03-05,Pfizer/BioNTech,27758
Luxembourg,2021-03-12,Moderna,2603
Luxembourg,2021-03-12,Oxford/AstraZeneca,6416
Luxembourg,2021-03-12,Pfizer/BioNTech,37823
Luxembourg,2021-03-19,Moderna,4092
Luxembourg,2021-03-19,Oxford/AstraZeneca,7427
Luxembourg,2021-03-19,Pfizer/BioNTech,50247
Luxembourg,2021-03-26,Moderna,4299
Luxembourg,2021-03-26,Oxford/AstraZeneca,15960
Luxembourg,2021-03-26,Pfizer/BioNTech,53080
Luxembourg,2021-04-02,Moderna,4697
Luxembourg,2021-04-02,Oxford/AstraZeneca,30384
Luxembourg,2021-04-02,Pfizer/BioNTech,57269
Luxembourg,2021-04-09,Moderna,7188
Luxembourg,2021-04-09,Oxford/AstraZeneca,32118
Luxembourg,2021-04-09,Pfizer/BioNTech,77362
Luxembourg,2021-04-16,Johnson&Johnson,2160
Luxembourg,2021-04-16,Moderna,11646
Luxembourg,2021-04-16,Oxford/AstraZeneca,33889
Luxembourg,2021-04-16,Pfizer/BioNTech,102489
Luxembourg,2021-04-23,Johnson&Johnson,2355
Luxembourg,2021-04-23,Moderna,12202
Luxembourg,2021-04-23,Oxford/AstraZeneca,34992
Luxembourg,2021-04-23,Pfizer/BioNTech,114784
Luxembourg,2021-04-30,Johnson&Johnson,2355
Luxembourg,2021-04-30,Moderna,14480
Luxembourg,2021-04-30,Oxford/AstraZeneca,37256
Luxembourg,2021-04-30,Pfizer/BioNTech,130708
Luxembourg,2021-05-07,Johnson&Johnson,5816
Luxembourg,2021-05-07,Moderna,17382
